Address,Latitude,Longitude,Price,Postcode,Postcode District,Crime Rate,Income
"Dalyell Road, SW9",51.4658851,-0.1195724,650000.0,SW9 9SA,SW9 9,30.0,63500.0
"Conyers Road, Streatham",51.4246741,-0.1376044,675000.0,SW16 6AG,SW16 6,87.0,45700.0
Pulman House Vauxhall,51.4861671,-0.12172,300000.0,SW8 1SS,SW8 1,49.0,56000.0
"Clapham Road, London SW9",51.4731533,-0.1214499,535000.0,SW9 0RX,SW9 0,39.0,53600.0
"Coal Lane, London SW9",51.4632902,-0.1090946,1300000.0,SW9 8GJ,SW9 8,49.0,40000.0
"Hargwyne Street, London",51.4658986,-0.121501,400000.0,SW9 9RE,SW9 9,39.0,44400.0
"Sunnyhill Road, Streatham",51.4297393,-0.1247444,460000.0,SW16 2UE,SW16 2,35.0,57100.0
"Babington Road, London, SW16",51.4264588,-0.1343191,1100000.0,SW16 6AH,SW16 6,35.0,57100.0
"Tankerville Road, Streatham",51.4173982,-0.1320289,475000.0,SW16 5LH,SW16 5,35.0,57100.0
"Robsart Street, Stockwell",51.470564,-0.1145428,950000.0,SW9 0BF,SW9 0,39.0,67200.0
"Mauleverer Road, London, SW2",51.4565853,-0.1268436,399950.0,SW2 5DN,SW2 5,57.0,40300.0
"Brixton Hill, Brixton, London, SW2",51.4533088,-0.1205905,240000.0,SW2 1SA,SW2 1,55.0,40800.0
"Martell Road, Dulwich, London, SE21",51.4337046,-0.0943985,1255000.0,SE21 8EN,SE21 8,34.0,56600.0
"Sternhold Avenue, SW2",51.4396143,-0.1313659,325000.0,SW2 4PL,SW2 4,37.0,50600.0
"Cranmer Road, London, SW9",51.4795012,-0.1097518,325000.0,SW9 6DU,SW9 6,57.0,42600.0
"Canmore Gardens, London, SW16 5BD",51.4167963,-0.1401388,1250000.0,SW16 5AY,SW16 5,44.0,58100.0
"Lewin Road, Streatham",51.4221695,-0.1333419,799000.0,SW16 6BZ,SW16 6,44.0,57100.0
"Clayton Street, London, SE11",51.48493,-0.1122588,2020000.0,SE11 5BU,SE11 5,44.0,42600.0
"Black Prince Road, Albert Embankment, SE1",51.4924468,-0.1217261,649950.0,SE1 7HG,SE1 7,19.0,49000.0
"Stockwell Gardens, Stockwell SW9",51.4726684,-0.1206231,685000.0,SW9 0RX,SW9 0,39.0,53600.0
"Lambeth Road, London, SE1",51.4962332,-0.1125302,300000.0,SE1 7DQ,SE1 7,44.0,63300.0
"Thurlow Park Road, Dulwich, London, SE21",51.4400022,-0.0969519,1300000.0,SE21 8HY,SE21 8,44.0,56600.0
"Denmark Road, London",51.4718445,-0.0987698,350000.0,SE5 9ET,SE5 9,44.0,67200.0
"Streatham High Road, London, SW16",51.4253077,-0.1306805,285000.0,SW16 6EP,SW16 6,45.0,57100.0
"138 Wellfield Road, Streatham, London, SW16 2BU",51.4281672,-0.1221416,470000.0,SW16 2BT,SW16 2,19.0,57100.0
"Deronda Road, Herne Hill, London, SE24",51.4439872,-0.1067555,400000.0,SE24 9BG,SE24 9,49.0,72600.0
"Chicheley Street, Waterloo",51.5027697,-0.1167531,550000.0,SE1 7PJ,SE1 7,34.0,63300.0
"Offenham Road, London, SW9",51.475779,-0.1084182,1499950.0,SW9 7BN,SW9 7,44.0,67200.0
"Cheviot Road, West Norwood, London, SE27",51.4272159,-0.1077296,350000.0,SE27 0DD,SE27 0,44.0,49800.0
"Valley Road, Streatham Common, London, SW16",51.4232793,-0.1232601,425000.0,SW16 3HR,SW16 3,44.0,57100.0
"Woodlands, Clapham Common North Side, London, SW4",51.4622722,-0.1449897,300000.0,SW4 0RJ,SW4 0,30.0,50900.0
"Dalberg Road, SW2",51.4574541,-0.1120195,725000.0,SW2 1AL,SW2 1,44.0,40000.0
"Oaks Pavilion Mews, Oaks Avenue, West Dulwich, SE19",51.4266665,-0.0864169,450000.0,SE19 1QY,SE19 1,57.0,47600.0
"Oaks Pavilion Mews, Oaks Avenue, West Dulwich, SE19",51.4266665,-0.0864169,600000.0,SE19 1QY,SE19 1,31.0,47600.0
"Oaks Pavilion Mews, Oaks Avenue, West Dulwich, SE19",51.4266665,-0.0864169,230000.0,SE19 1QY,SE19 1,28.0,47600.0
"Lambert Road, London, SW2",51.4554885,-0.1223918,610000.0,SW2 1QW,SW2 1,44.0,40300.0
"Brayburne Avenue, SW4",51.4696493,-0.1388731,685000.0,SW4 6LG,SW4 6,39.0,50900.0
"Vauxhall Street, London",51.4877795,-0.1169126,525000.0,SE11 5LL,SE11 5,87.0,56000.0
"Streatham High Road, Streatham",51.4254142,-0.1307367,350000.0,SW16 6EP,SW16 6,47.0,57100.0
"Ferrers Road, London",51.4234821,-0.1335238,700000.0,SW16 6JF,SW16 6,38.0,57100.0
"Rosendale Road, Dulwich, London, SE21",51.4407032,-0.096154,1495000.0,SE21 8LH,SE21 8,19.0,46000.0
"Heather Close, London, SW8",51.4676696,-0.1490936,260000.0,SW8 3BU,SW8 3,34.0,47500.0
"Studley Road, Clapham, London",51.4724468,-0.1257765,425000.0,SW4 6SZ,SW4 6,25.0,53600.0
"Coldharbour Lane, London, SW9",51.4630909,-0.1073703,290000.0,SW9 8RP,SW9 8,27.0,40000.0
"Hotspur Street, London, SE11",51.4900517,-0.1129292,610000.0,SE11 6TP,SE11 6,57.0,49000.0
"Beardell Street, London, SE19",51.4202649,-0.0811512,600000.0,SE19 1TJ,SE19 1,39.0,47600.0
"Thurlow Park Road, Dulwich, London, SE21",51.4400022,-0.0969519,650000.0,SE21 8HY,SE21 8,47.0,56600.0
"Briarwood Road, Clapham",51.4575936,-0.1332363,2250000.0,SW4 9PJ,SW4 9,28.0,44400.0
"Camberwell New Road, London SE5",51.4781799,-0.1031393,500000.0,SE5 0TJ,SE5 0,47.0,67200.0
"Craster Road, Brixton, London, SW2",51.4487006,-0.1170502,950000.0,SW2 2AU,SW2 2,39.0,60100.0
"The Dumont, Albert Embankment, SE1",51.4904468,-0.1223724,625000.0,SE1 7TL,SE1 7,37.0,65600.0
"Barcombe Avenue, Streatham Hill",51.4385787,-0.1222075,325000.0,SW2 3BD,SW2 3,35.0,58500.0
"Beechdale Road, SW2",51.4520764,-0.1192958,475000.0,SW2 1AE,SW2 1,37.0,40800.0
"Brixton Hill, Brixton",51.4533088,-0.1205905,875000.0,SW2 1SA,SW2 1,44.0,40800.0
"Larkhall Rise, Clapham",51.4687555,-0.1352541,350000.0,SW8 2AS,SW8 2,24.0,50900.0
"Larkhall Rise, Clapham",51.4687555,-0.1352541,525000.0,SW8 2AS,SW8 2,41.0,50900.0
"Gipsy Road, London, SE27",51.4274234,-0.0920928,1200000.0,SE27 9QX,SE27 9,49.0,70100.0
"Klea Avenue, London, SW4",51.4543583,-0.1414205,995000.0,SW4 9JA,SW4 9,38.0,47100.0
"Rosendale Road, London, SE21",51.4407032,-0.096154,325000.0,SE21 8LH,SE21 8,55.0,46000.0
"Sancroft Street, Vauxhall, London, SE11",51.4893386,-0.1145717,500000.0,SE11 5UN,SE11 5,27.0,49000.0
"Abbeville Road, Clapham",51.4559389,-0.1382268,330000.0,SW4 9NF,SW4 9,39.0,47100.0
"Clyston Street, London, SW8",51.4721414,-0.1368021,1400000.0,SW8 4TX,SW8 4,87.0,50900.0
"Foxley Road, Oval, London, SW9",51.4791898,-0.1076722,900000.0,SW9 6ET,SW9 6,31.0,42600.0
"Redlands Way, Brixton Hill, London, SW2",51.4476195,-0.1231719,550000.0,SW2 3LU,SW2 3,8.0,58500.0
"Salisbury Place, London",51.5210532,-0.1601493,465000.0,W1H 1SW,W1H 1,25.0,50700.0
"Westminster Bridge Road, Waterloo",51.4991516,-0.112926,325000.0,SE1 7RW,SE1 7,31.0,63300.0
"Belvedere Road, Southbank",51.5036113,-0.1173103,475000.0,SE1 7AF,SE1 7,31.0,63300.0
"Bloom Grove, West Norwood, London, SE27",51.4333635,-0.1047269,500000.0,SE27 0HZ,SE27 0,35.0,72600.0
"Wavertree Court II, Wavertree Road, London SW2",51.4414132,-0.1243962,795000.0,SW2 4TP,SW2 4,44.0,58500.0
"South Lambeth Road, Vauxhall, London, SW8",51.4835509,-0.1232046,450000.0,SW8 1DN,SW8 1,44.0,56000.0
"Elm Park, Brixton",51.449652,-0.1179072,1300000.0,SW2 2UB,SW2 2,41.0,40800.0
"Poplar Walk, Herne Hill, London, SE24",51.4599297,-0.0973817,425000.0,SE24 0BU,SE24 0,19.0,44400.0
"Ashby House, Brixton, London, SW9",51.46810420000001,-0.1065238,975000.0,SW9 7SJ,SW9 7,26.0,67200.0
"Wyvil Road, London SW8",51.4815514,-0.1260557,750000.0,SW8 2TH,SW8 2,41.0,56000.0
"Coal Lane, SW9",51.4632902,-0.1090946,400000.0,SW9 8GJ,SW9 8,31.0,40000.0
"Kingscourt Road, Streatham",51.4342089,-0.1309965,265000.0,SW16 1BW,SW16 1,31.0,50600.0
"Glenister Park Road, London",51.4152658,-0.1343825,360000.0,SW16 5DS,SW16 5,37.0,57100.0
"Camberwell New Road, Camberwell",51.4770689,-0.1004472,350000.0,SE5 0RR,SE5 0,57.0,67200.0
"Ellison Road, London, SW16",51.4157312,-0.1312666,325000.0,SW16 5DE,SW16 5,44.0,57100.0
"Clarence Walk, Clapham",51.4709702,-0.1267527,325000.0,SW4 6QR,SW4 6,27.0,53600.0
"Tivoli Road, West Norwood",51.4247656,-0.1014177,485000.0,SE27 0EE,SE27 0,26.0,49800.0
"Kestrel House, 2 St George Wharf, Vauxhall, SW8",51.4849876,-0.1271067,360000.0,SW8 2AX,SW8 2,30.0,65600.0
"Kingsmead Road, Tulse Hill",51.4386858,-0.1134743,299950.0,SW2 3HY,SW2 3,41.0,72600.0
"Pathfield Road, Streatham, SW16",51.4199385,-0.1338263,700000.0,SW16 5NN,SW16 5,38.0,57100.0
"Eccleston House, London, SW2",51.4526856,-0.1131032,600000.0,SW2 2HR,SW2 2,44.0,60100.0
Meadow Road London SW8,51.4813903,-0.1196078,795000.0,SW8 1HA,SW8 1,47.0,56000.0
"Leda Court, Caldwell Street",51.477147,-0.1141103,1300000.0,SW9 0EX,SW9 0,37.0,67200.0
"Adare Walk, London, SW16",51.4367879,-0.1223577,375000.0,SW16 2PP,SW16 2,25.0,50600.0
"Stockwell Park Walk, SW9",51.4660183,-0.115121,1250000.0,SW9 0XY,SW9 0,37.0,63500.0
"Chelsham Road, Clapham",51.4677044,-0.1303596,470000.0,SW4 6NR,SW4 6,30.0,44400.0
"St. George Wharf, South Lambeth",51.4848424,-0.1274566,680000.0,SW8 2AX,SW8 2,87.0,65600.0
"Kennington Lane, Kennington, SE11",51.4885763,-0.1112471,400000.0,SE11 5DU,SE11 5,38.0,42600.0
"Clive Road, West Dulwich, SE21",51.4351243,-0.0922767,499950.0,SE21 8BS,SE21 8,39.0,56600.0
"Clive Road, West Dulwich, London SE21",51.4351243,-0.0922767,500000.0,SE21 8BS,SE21 8,34.0,56600.0
"Coachmans Terrace, Oval, London",51.4793447,-0.1159606,300000.0,SW8 1PE,SW8 1,39.0,56000.0
"St. Gabriel's Manor, 25 Cormont Road",51.47445519999999,-0.104978,800000.0,SE5 9RQ,SE5 9,19.0,67200.0
"Grantham Road, London",51.4685566,-0.1239162,725000.0,SW9 9DJ,SW9 9,30.0,53600.0
"Casson Square, London, SE1",51.5042505,-0.1153239,750000.0,SE1 7ND,SE1 7,87.0,63300.0
"Casson Square, London, SE1",51.5042505,-0.1153239,375000.0,SE1 7ND,SE1 7,37.0,63300.0
"8 Casson Square, London, SE1",51.5040991,-0.1149797,550000.0,SE1 7ND,SE1 7,25.0,63300.0
"Casson Square, London, SE1",51.5042505,-0.1153239,1200000.0,SE1 7ND,SE1 7,26.0,63300.0
"The Corniche, Albert Embankment, London, SE1",51.4908601,-0.1218988,600000.0,SE1 7GS,SE1 7,37.0,65600.0
"Dodbrooke Road, West Norwood, London, SE27",51.4321943,-0.1095505,425000.0,SE27 0PF,SE27 0,39.0,72600.0
"Cambria Road, London, SE5",51.4656328,-0.0986723,459500.0,SE5 9AE,SE5 9,47.0,48900.0
"Oval Village, SE11",51.486752,-0.1162306,330000.0,SE11 5AQ,SE11 5,39.0,56000.0
"Felmersham Close, London, SW4",51.4604594,-0.1300677,725000.0,SW4 7ES,SW4 7,40.0,44400.0
"Larkhall Lane, London, SW4",51.4721888,-0.1293344,300000.0,SW4 6PA,SW4 6,105.0,53300.0
"Thornbury Road, Brixton",51.4516286,-0.1283884,900000.0,SW2 4DB,SW2 4,37.0,61700.0
"Edgeley Road, Clapham",51.4660854,-0.1344739,275000.0,SW4 6EJ,SW4 6,19.0,50900.0
"Gaumont Place, Streatham Hill, London, SW2",51.4395621,-0.1267389,995000.0,SW2 4RU,SW2 4,35.0,50600.0
"Roupell Street, Waterloo",51.5047017,-0.108241,750000.0,SE1 8SP,SE1 8,47.0,63300.0
"Greenock Road, London, SW16 5XG",51.4130842,-0.1388529,625000.0,SW16 5UX,SW16 5,105.0,58100.0
"Ellison Road, London, SW16 5DE",51.4145012,-0.1293014,650000.0,SW16 5DG,SW16 5,31.0,57100.0
"Gaumont Place, Streatham Hill",51.4395621,-0.1267389,500000.0,SW2 4RU,SW2 4,35.0,50600.0
"Fyfield Road, Brixton, London",51.4665029,-0.1097752,325000.0,SW9 7HW,SW9 7,55.0,40000.0
"Brixton Hill, London, SW2",51.4533088,-0.1205905,1150000.0,SW2 1SA,SW2 1,30.0,40800.0
"Josephine Avenue, SW2",51.4544794,-0.1163799,600000.0,SW2 2JY,SW2 2,25.0,40800.0
"Bushell Close, London, SW2",51.4405842,-0.1169215,500000.0,SW2 3LL,SW2 3,30.0,58500.0
"Fyfield Road, London, SW9",51.4665029,-0.1097752,1200000.0,SW9 7HW,SW9 7,25.0,40000.0
"Wyvil Road, Nine Elms, London, SW8",51.4815514,-0.1260557,735802.0,SW8 2TH,SW8 2,38.0,56000.0
"Wyvil Road, Nine Elms, London, SW8",51.4815514,-0.1260557,375000.0,SW8 2TH,SW8 2,49.0,56000.0
"Lansdowne Green, London",51.4760658,-0.1308981,106250.0,SW8 2ND,SW8 2,37.0,53300.0
"9 Albert Embankment, London, SE1",51.4920832,-0.1211907,650000.0,SE1 7SJ,SE1 7,31.0,49000.0
"Salford Road, Streatham Hill",51.4413285,-0.1335347,550000.0,SW2 4BE,SW2 4,31.0,69200.0
"Sky Gardens, Wandsworth Road, Nine Elms, SW8",51.4817039,-0.1270895,620000.0,SW8 2TG,SW8 2,39.0,56000.0
"Sky Gardens, Wandsworth Road, Nine Elms, London, SW8",51.4817039,-0.1270895,450000.0,SW8 2TG,SW8 2,37.0,56000.0
"Sky Gardens, Wandsworth Road, Nine Elms, SW8",51.4817039,-0.1270895,650000.0,SW8 2TG,SW8 2,37.0,56000.0
"Maley Avenue, Tulse Hill",51.4394508,-0.1035251,1050000.0,SE27 9BY,SE27 9,19.0,72600.0
"Victoria Rise, London, SW4",51.4639415,-0.1481381,435000.0,SW4 0NW,SW4 0,35.0,50900.0
"Lansdowne Way, London, SW8",51.4745842,-0.125299,550000.0,SW4 6SS,SW4 6,30.0,53600.0
"Appach Road, Brixton",51.4540861,-0.1152127,400000.0,SW2 2LE,SW2 2,44.0,60100.0
"Sky Gardens, Wandsworth Road, Nine Elms, SW8",51.4817039,-0.1270895,200000.0,SW8 2TG,SW8 2,41.0,56000.0
"Sky Gardens, Wandsworth Road, Nine Elms, SW8",51.4817039,-0.1270895,450000.0,SW8 2TG,SW8 2,39.0,56000.0
"Sky Gardens, Wandsworth Road, Nine Elms, SW8",51.4817039,-0.1270895,2050000.0,SW8 2TG,SW8 2,35.0,56000.0
"Harleyford Street, London SE11",51.4822734,-0.1127309,750000.0,SE11 5SY,SE11 5,27.0,42600.0
"Sky Gardens, Wandsworth Road, Nine Elms, SW8",51.4817039,-0.1270895,375000.0,SW8 2TG,SW8 2,30.0,56000.0
"Offenham Road, London SW9",51.475779,-0.1084182,350000.0,SW9 7BN,SW9 7,39.0,67200.0
"Clapham Road, London, SW9",51.4731533,-0.1214499,1700000.0,SW9 0RX,SW9 0,40.0,53600.0
"Sail Street, London",51.4949721,-0.1158911,795000.0,SE11 6NQ,SE11 6,37.0,49000.0
"Bridge House, St George Wharf, London, SW8",51.4865834,-0.1252216,230000.0,SW8 2LQ,SW8 2,44.0,65600.0
"Kingswood Road, Brixton Hill, London, SW2",51.4497835,-0.1284608,1200000.0,SW2 4EN,SW2 4,44.0,61700.0
"Cato Road, Clapham",51.4631952,-0.1310855,740000.0,SW4 7TW,SW4 7,44.0,44400.0
"Landor Road, Clapham",51.4659945,-0.1250528,700000.0,SW9 9PP,SW9 9,40.0,44400.0
"Streatham High Road, Streatham",51.4254142,-0.1307367,1350000.0,SW16 6EP,SW16 6,41.0,57100.0
"The Corniche, 23 Albert Embankment",51.4908601,-0.1218988,595000.0,SE1 7GS,SE1 7,39.0,65600.0
"Arodene Road, Brixton",51.4531732,-0.1178491,1200000.0,SW2 2BQ,SW2 2,34.0,40800.0
"Norwood Road, Herne Hill, London, SE24",51.447073,-0.1041317,325000.0,SE24 9AF,SE24 9,31.0,47300.0
"Abbeville Road, Abbeville Village, London, SW4",51.4549489,-0.1395035,400000.0,SW4 9JW,SW4 9,19.0,47100.0
"Angell Road, London SW9",51.4671569,-0.1071432,875000.0,SW9 7PD,SW9 7,31.0,67200.0
"Kingswood Road, Brixton",51.4497835,-0.1284608,1000000.0,SW2 4EN,SW2 4,31.0,61700.0
"Stockwell Road, London, SW9",51.4682221,-0.1187937,200000.0,SW9 9HR,SW9 9,31.0,63500.0
"Cabanel Place, London, SE11",51.4925082,-0.1144456,40000.0,SE11 6PX,SE11 6,31.0,49000.0
"Landor Road, London, SW9",51.4659945,-0.1250528,435000.0,SW9 9PP,SW9 9,31.0,44400.0
"Rosebery Road, London, SW2",51.452222,-0.1286447,450000.0,SW2 4DD,SW2 4,31.0,61700.0
"Shakespeare Road, London, SE24",51.4588895,-0.1040819,599950.0,SE24 0QQ,SE24 0,35.0,47300.0
"Barrow Road, Streatham Common, SW16",51.4212944,-0.1330839,930000.0,SW16 5PG,SW16 5,34.0,57100.0
"Palace Road, London, SW2",51.440538,-0.1158264,300000.0,SW2 3NJ,SW2 3,26.0,58500.0
"SUB PENTHOUSE, GLADWIN TOWER, NINE ELMS POINT",51.4814963,-0.1279898,700000.0,SW8 2FY,SW8 2,24.0,56000.0
"St. Gabriels Manor, 25 Cormont Road, London, SE5",51.4745698,-0.1048345,825000.0,SE5 9RQ,SE5 9,25.0,67200.0
"Highland Road, London, SE19",51.4210616,-0.0848622,999000.0,SE19 1HN,SE19 1,41.0,59900.0
"Edgeley Road, Clapham, London, SW4",51.4660854,-0.1344739,425000.0,SW4 6EJ,SW4 6,45.0,50900.0
"Streatham High Road, London, SW16",51.4253077,-0.1306805,495000.0,SW16 6EP,SW16 6,30.0,57100.0
"Brixton Hill, London, SW2",51.4533088,-0.1205905,575000.0,SW2 1SA,SW2 1,37.0,40800.0
"Crescent Lane, London, SW4",51.4576562,-0.1346406,550000.0,SW4 9PU,SW4 9,87.0,44400.0
"Gaumont Place, London, SW2",51.4395621,-0.1267389,600000.0,SW2 4RU,SW2 4,57.0,50600.0
"Beta Place, London, SW4",51.4616572,-0.1206095,850000.0,SW4 7QN,SW4 7,35.0,40300.0
"Cranworth Gardens, London SW9",51.4752895,-0.1140619,475000.0,SW9 0NZ,SW9 0,57.0,67200.0
"Lambeth Road, Tower Bridge, SE1",51.5054564,-0.0753564999999999,375000.0,SE1 2UP,SE1 2,47.0,45100.0
"Burrow Walk, West Dulwich",51.4456232,-0.0997215,650000.0,SE21 8NA,SE21 8,34.0,44400.0
"Robsart Street, Stockwell",51.470564,-0.1145428,735000.0,SW9 0BF,SW9 0,37.0,67200.0
"Chute House, Stockwell Park Road, Brixton, Greater London, SW9",51.4694056,-0.1158832,400000.0,SW9 0UU,SW9 0,38.0,63500.0
"Edgington Road, Streatham",51.4199978,-0.1387961,470000.0,SW16 5BS,SW16 5,41.0,45700.0
"St. George Wharf, London, SW8",51.4848424,-0.1274566,650000.0,SW8 2AX,SW8 2,39.0,65600.0
"Union Grove, London, SW8",51.4716354,-0.1331305,826000.0,SW8 2QJ,SW8 2,36.0,53300.0
"Casewick Road, West Norwood , London, SE27",51.4280087,-0.1080723,625000.0,SE27 0SY,SE27 0,19.0,49800.0
"Offerton Road, London, SW4",51.4653214,-0.1384703,475000.0,SW4 0DH,SW4 0,30.0,50900.0
"Dragmore Street, Clapham",51.4507684,-0.1330935,425000.0,SW4 8LW,SW4 8,30.0,61700.0
"Gibbs Close, London, SE19",51.4226044,-0.0912567,550000.0,SE19 1JL,SE19 1,19.0,59900.0
"Clapham Road, London, SW9",51.4731533,-0.1214499,425000.0,SW9 0RX,SW9 0,24.0,53600.0
"Clapham Road, London, SW9",51.4731533,-0.1214499,700000.0,SW9 0RX,SW9 0,44.0,53600.0
"Fawnbrake Avenue, Herne Hill, London, SE24",51.458695,-0.1004958,550000.0,SE24 0BG,SE24 0,35.0,47300.0
"Loughborough Road, London",51.4686544,-0.1059052,415000.0,SW9 7SP,SW9 7,37.0,67200.0
"Kestrel House, St George Wharf, SW8",51.4848424,-0.1274566,315000.0,SW8 2AX,SW8 2,31.0,65600.0
"Clapham Common South Side, London",51.4576811,-0.1428713,205000.0,SW4 9DG,SW4 9,19.0,47100.0
"Oaklands Estate, Clapham",51.450893,-0.1395431,385000.0,SW4 8QN,SW4 8,38.0,70900.0
"Stanthorpe Road, London, SW16",51.4276239,-0.1284136,525000.0,SW16 2ED,SW16 2,27.0,57100.0
"111 Canterbury Grove, London, SE27 0NZ",51.4319921,-0.1115311,585000.0,SE27 0PB,SE27 0,37.0,72600.0
"Lewin Road, London, SW16",51.4221695,-0.1333419,750000.0,SW16 6BZ,SW16 6,37.0,57100.0
"Mawbey Street, Nine Elms, London SW8",51.4781161,-0.1262461,425000.0,SW8 2TT,SW8 2,39.0,53600.0
"Landor Road, London, SW9",51.4659945,-0.1250528,650000.0,SW9 9PP,SW9 9,25.0,44400.0
"Ramilles Close, London, SW2",51.4541951,-0.1258109,425000.0,SW2 5DQ,SW2 5,44.0,40300.0
"Martell Road, West Dulwich",51.4337046,-0.0943985,2500000.0,SE21 8EN,SE21 8,44.0,56600.0
"Plato Road, London, SW2",51.4600409,-0.125768,1750000.0,SW2 5UT,SW2 5,25.0,40300.0
"Leigham Avenue, Streatham Hill",51.4345802,-0.1257008,1850000.0,SW16 2PT,SW16 2,32.0,50600.0
"Rubens Place, Clapham",51.4631274,-0.1225617,425000.0,SW4 7SA,SW4 7,64.0,40300.0
"Conyers Road, London, Greater SW16",51.4246741,-0.1376044,735000.0,SW16 6AG,SW16 6,42.0,45700.0
"Keybridge Tower, Exchange Gardens",51.4827753,-0.1249016,675000.0,SW8 1BN,SW8 1,43.0,56000.0
"Tulse Hill, Brixton",51.4496382,-0.1179015,325000.0,SW2 2UB,SW2 2,38.0,40800.0
"DAMAC TOWER NINE ELMS, Bondway, Nine Elms, London, SW8",51.4838092,-0.1248796,875000.0,SW8 1SQ,SW8 1,41.0,56000.0
"One Casson Square, Southbank Place",51.5043672,-0.1153223,1499950.0,SE1 7ND,SE1 7,49.0,63300.0
"Valleyfield Road, Streatham",51.426862,-0.1177819,290000.0,SW16 2HS,SW16 2,38.0,57100.0
"Ferndale Road, Clapham, London, SW4",51.4629314,-0.1251077,375000.0,SW4 7RL,SW4 7,44.0,44400.0
"Christchurch Road, Streatham Hill",51.4427424,-0.1158164,550000.0,SW2 3QW,SW2 3,36.0,58500.0
"Cedar Close, London SE21",51.4403346,-0.0974308,435000.0,SE21 8HX,SE21 8,40.0,72600.0
"Fairbourne Road, Clapham, London, SW4",51.4509952,-0.1317944,420000.0,SW4 8AZ,SW4 8,64.0,61700.0
"Coburg Crescent, London",51.4417677,-0.1153216,425000.0,SW2 3HT,SW2 3,55.0,58500.0
"Dovet Court, London, SW8",51.4755771,-0.1196681,1200000.0,SW8 1HZ,SW8 1,38.0,53600.0
"Stockwell Road, SW9",51.4682221,-0.1187937,600000.0,SW9 9HR,SW9 9,64.0,63500.0
"Exchange Gardens, London, SW8",51.4821164,-0.1250386,399000.0,SW8 1BN,SW8 1,49.0,56000.0
"Steep Hill, Streatham Hill, London, SW16",51.432694,-0.1318821,1679000.0,SW16 1UL,SW16 1,37.0,50600.0
"Pulross Road, SW9",51.4642925,-0.1189798,550000.0,SW9 8AB,SW9 8,37.0,63500.0
"Dumbarton Road, London",51.4504356,-0.1244674,460000.0,SW2 5LT,SW2 5,38.0,58500.0
"Palace View, Albert Embankment, London",51.4946278,-0.1190473,500000.0,SE1 7JN,SE1 7,36.0,49000.0
"Barrow Road, Streatham",51.4212944,-0.1330839,525000.0,SW16 5PG,SW16 5,40.0,57100.0
"Argyll Close, London, SW9",51.4673848,-0.1199924,525000.0,SW9 9QL,SW9 9,57.0,63500.0
"Carney Place, SW9",51.4624795,-0.1106178,685000.0,SW9 8QH,SW9 8,41.0,40000.0
"Clapham Road, London, SW9",51.4731533,-0.1214499,500000.0,SW9 0RX,SW9 0,38.0,53600.0
"Buckleigh Road, Streatham Common",51.4181489,-0.130993,950000.0,SW16 5GA,SW16 5,49.0,57100.0
"Brixton Hill, London, SW2",51.4533088,-0.1205905,1800000.0,SW2 1SA,SW2 1,47.0,40800.0
"Kennington Lane, London, SE11.",51.4885763,-0.1112471,475000.0,SE11 5DU,SE11 5,57.0,42600.0
"Peabody Building, Rosendale Road, Herne Hill",51.44739329999999,-0.1018459,1850000.0,SE24 9ED,SE24 9,24.0,47300.0
"Leigham Court Road, Streatham, SW16",51.4333387,-0.119437,650000.0,SW16 2NT,SW16 2,57.0,50600.0
"Norwood Road, Herne Hill",51.4485028,-0.1021967,430000.0,SE24 9EJ,SE24 9,38.0,47300.0
"Conyers Road, London",51.4246741,-0.1376044,325000.0,SW16 6AG,SW16 6,55.0,45700.0
"Voltaire Road, London, SW4",51.4649108,-0.1332688,375000.0,SW4 6DH,SW4 6,40.0,44400.0
"Hinton Road, London",51.4641161,-0.1009934,800000.0,SE24 0HQ,SE24 0,38.0,48900.0
"Robsart Street, London",51.470564,-0.1145428,850000.0,SW9 0BF,SW9 0,35.0,67200.0
"Robsart Street, Brixton, London",51.470564,-0.1145428,385000.0,SW9 0BF,SW9 0,38.0,67200.0
"Kingswood Road, London, SW2",51.4497835,-0.1284608,340000.0,SW2 4EN,SW2 4,36.0,61700.0
"Kingsmead Road, London SW2",51.4386858,-0.1134743,375000.0,SW2 3HY,SW2 3,35.0,72600.0
"Kingsmead Road, London SW2",51.4386858,-0.1134743,999950.0,SW2 3HY,SW2 3,47.0,72600.0
"Parliament View, Albert Embankment, Lambeth, London, SE1",51.4939454,-0.1199565,520000.0,SE1 7XL,SE1 7,49.0,49000.0
Colmer Road London SW16,51.41415,-0.1255685,400000.0,SW16 5LA,SW16 5,57.0,57100.0
"283 Kennington Lane, London",51.4856717,-0.1153864,500000.0,SE11 5RH,SE11 5,38.0,56000.0
"St. George Wharf, London, SW8",51.4848424,-0.1274566,610000.0,SW8 2AX,SW8 2,64.0,65600.0
"Gipsy Hill, Crystal Palace, London, SE19",51.4206248,-0.0832578,1250000.0,SE19 1PD,SE19 1,41.0,59900.0
"Telford Avenue, London, SW2",51.4421746,-0.1300019,550000.0,SW2 4XA,SW2 4,37.0,50600.0
"Rotherhill Avenue, LONDON, SW16",51.4196174,-0.1336652,399950.0,SW16 5SB,SW16 5,47.0,57100.0
"Bonneville Gardens, Clapham",51.4526211,-0.1396587,380000.0,SW4 9LE,SW4 9,38.0,47100.0
"Clayton Street, London",51.48493,-0.1122588,550000.0,SE11 5BU,SE11 5,47.0,42600.0
